,story,story_uid,sound_id,kind,start,sound,onset,duration,orig_time,phoneme,sequence_id,condition,word_index,speech_rate,voice,pronounced,word,word_onset
1381,lw1,0.0,1.0,word,50.32,stimuli/audio/lw1_1.wav,177.505,0.6199999999999974,2000-01-01 00:00:00+00:00,,22.0,sentence,10.0,145.0,Allison,1.0,snorted,True
1389,lw1,0.0,1.0,word,52.049999,stimuli/audio/lw1_1.wav,179.235,0.2199999999999988,2000-01-01 00:00:00+00:00,,23.0,sentence,0.0,145.0,Allison,1.0,You,True
1392,lw1,0.0,1.0,word,52.27,stimuli/audio/lw1_1.wav,179.455,0.2199999999999988,2000-01-01 00:00:00+00:00,,23.0,sentence,1.0,145.0,Allison,1.0,look,True
1396,lw1,0.0,1.0,word,52.49,stimuli/audio/lw1_1.wav,179.675,0.259999999999998,2000-01-01 00:00:00+00:00,,23.0,sentence,2.0,145.0,Allison,1.0,like,True
1400,lw1,0.0,1.0,word,52.75,stimuli/audio/lw1_1.wav,179.935,0.4399999999999977,2000-01-01 00:00:00+00:00,,23.0,sentence,3.0,145.0,Allison,1.0,hell,True
1404,lw1,0.0,1.0,word,53.48,stimuli/audio/lw1_1.wav,180.665,0.0300000000000011,2000-01-01 00:00:00+00:00,,23.0,sentence,4.0,145.0,Allison,1.0,Tar,True
1408,lw1,0.0,1.0,word,55.44,stimuli/audio/lw1_1.wav,182.625,0.2899999999999991,2000-01-01 00:00:00+00:00,,24.0,sentence,2.0,145.0,Allison,1.0,blow,True
1412,lw1,0.0,1.0,word,55.73,stimuli/audio/lw1_1.wav,182.915,0.5200000000000031,2000-01-01 00:00:00+00:00,,24.0,sentence,3.0,145.0,Allison,1.0,this,True
1416,lw1,0.0,1.0,word,57.46,stimuli/audio/lw1_1.wav,184.645,0.25,2000-01-01 00:00:00+00:00,,25.0,sentence,2.0,145.0,Allison,1.0,let,True
1420,lw1,0.0,1.0,word,57.71,stimuli/audio/lw1_1.wav,184.895,0.4399999999999977,2000-01-01 00:00:00+00:00,,25.0,sentence,3.0,145.0,Allison,1.0,fatigue,True
1426,lw1,0.0,1.0,word,58.17,stimuli/audio/lw1_1.wav,185.355,0.259999999999998,2000-01-01 00:00:00+00:00,,25.0,sentence,4.0,145.0,Allison,1.0,get,True
1430,lw1,0.0,1.0,word,58.43,stimuli/audio/lw1_1.wav,185.615,0.1300000000000025,2000-01-01 00:00:00+00:00,,25.0,sentence,5.0,145.0,Allison,1.0,to,True
1433,lw1,0.0,1.0,word,58.56,stimuli/audio/lw1_1.wav,185.745,0.3799999999999954,2000-01-01 00:00:00+00:00,,25.0,sentence,6.0,145.0,Allison,1.0,you,True
1436,lw1,0.0,1.0,word,59.93,stimuli/audio/lw1_1.wav,187.115,0.2000000000000028,2000-01-01 00:00:00+00:00,,26.0,sentence,0.0,145.0,Allison,1.0,She,True
1439,lw1,0.0,1.0,word,60.13,stimuli/audio/lw1_1.wav,187.315,0.3499999999999943,2000-01-01 00:00:00+00:00,,26.0,sentence,1.0,145.0,Allison,1.0,used,True
1444,lw1,0.0,1.0,word,60.49,stimuli/audio/lw1_1.wav,187.675,0.1400000000000005,2000-01-01 00:00:00+00:00,,26.0,sentence,2.0,145.0,Allison,1.0,the,True
1447,lw1,0.0,1.0,word,60.63,stimuli/audio/lw1_1.wav,187.815,0.6899999999999977,2000-01-01 00:00:00+00:00,,26.0,sentence,3.0,145.0,Allison,1.0,discretion,True
1457,lw1,0.0,1.0,word,61.32,stimuli/audio/lw1_1.wav,188.505,0.1700000000000017,2000-01-01 00:00:00+00:00,,26.0,sentence,4.0,145.0,Allison,1.0,of,True
1460,lw1,0.0,1.0,word,61.49,stimuli/audio/lw1_1.wav,188.675,0.1000000000000014,2000-01-01 00:00:00+00:00,,26.0,sentence,5.0,145.0,Allison,1.0,the,True
1463,lw1,0.0,1.0,word,61.59,stimuli/audio/lw1_1.wav,188.775,0.4199999999999946,2000-01-01 00:00:00+00:00,,26.0,sentence,6.0,145.0,Allison,1.0,mirrored,True
1469,lw1,0.0,1.0,word,62.01,stimuli/audio/lw1_1.wav,189.195,0.25,2000-01-01 00:00:00+00:00,,26.0,sentence,7.0,145.0,Allison,1.0,window,True
1475,lw1,0.0,1.0,word,67.71,stimuli/audio/lw1_1.wav,194.895,0.1500000000000056,2000-01-01 00:00:00+00:00,,26.0,sentence,8.0,145.0,Allison,1.0,to,True
1478,lw1,0.0,1.0,word,70.969999,stimuli/audio/lw1_1.wav,198.155,0.1500000000000056,2000-01-01 00:00:00+00:00,,27.0,sentence,5.0,145.0,Allison,1.0,to,True
1481,lw1,0.0,1.0,word,71.119999,stimuli/audio/lw1_1.wav,198.305,0.4399999999999977,2000-01-01 00:00:00+00:00,,27.0,sentence,16.0,145.0,Allison,1.0,defy,True
1486,lw1,0.0,1.0,word,71.559999,stimuli/audio/lw1_1.wav,198.745,0.5799999999999983,2000-01-01 00:00:00+00:00,,27.0,sentence,17.0,145.0,Allison,1.0,United,True
1494,lw1,0.0,1.0,word,72.139999,stimuli/audio/lw1_1.wav,199.325,0.269999999999996,2000-01-01 00:00:00+00:00,,27.0,sentence,18.0,145.0,Allison,1.0,Earth,True
1497,lw1,0.0,1.0,word,72.440001,stimuli/audio/lw1_1.wav,199.625,0.5900000000000034,2000-01-01 00:00:00+00:00,,27.0,sentence,19.0,145.0,Allison,1.0,Command,True
1504,lw1,0.0,1.0,word,73.039999,stimuli/audio/lw1_1.wav,200.225,0.2600000000000051,2000-01-01 00:00:00+00:00,,27.0,sentence,20.0,145.0,Allison,1.0,and,True
1508,lw1,0.0,1.0,word,73.299999,stimuli/audio/lw1_1.wav,200.485,0.4500000000000028,2000-01-01 00:00:00+00:00,,27.0,sentence,21.0,145.0,Allison,1.0,sever,True
1513,lw1,0.0,1.0,word,73.789999,stimuli/audio/lw1_1.wav,200.975,0.2800000000000011,2000-01-01 00:00:00+00:00,,27.0,sentence,22.0,145.0,Allison,1.0,all,True
1516,lw1,0.0,1.0,word,74.079999,stimuli/audio/lw1_1.wav,201.265,0.4599999999999937,2000-01-01 00:00:00+00:00,,27.0,sentence,23.0,145.0,Allison,1.0,ties,True
1520,lw1,0.0,1.0,word,74.539999,stimuli/audio/lw1_1.wav,201.725,0.3000000000000113,2000-01-01 00:00:00+00:00,,27.0,sentence,24.0,145.0,Allison,1.0,from,True
1525,lw1,0.0,1.0,word,74.839999,stimuli/audio/lw1_1.wav,202.025,0.1799999999999926,2000-01-01 00:00:00+00:00,,27.0,sentence,25.0,145.0,Allison,1.0,Earth,True
1529,lw1,0.0,2.0,word,0.01,stimuli/audio/lw1_2.wav,210.058,0.19,2000-01-01 00:00:00+00:00,,28.0,sentence,0.0,145.0,Allison,1.0,She,True
1532,lw1,0.0,2.0,word,0.2,stimuli/audio/lw1_2.wav,210.248,0.52,2000-01-01 00:00:00+00:00,,28.0,sentence,1.0,145.0,Allison,1.0,watched,True
1537,lw1,0.0,2.0,word,0.74,stimuli/audio/lw1_2.wav,210.788,0.14,2000-01-01 00:00:00+00:00,,28.0,sentence,2.0,145.0,Allison,1.0,the,True
1540,lw1,0.0,2.0,word,0.88,stimuli/audio/lw1_2.wav,210.928,0.2400000000000001,2000-01-01 00:00:00+00:00,,28.0,sentence,3.0,145.0,Allison,1.0,psi,True
1543,lw1,0.0,2.0,word,1.12,stimuli/audio/lw1_2.wav,211.168,0.3399999999999998,2000-01-01 00:00:00+00:00,,28.0,sentence,4.0,145.0,Allison,1.0,bob,True
1547,lw1,0.0,2.0,word,1.47,stimuli/audio/lw1_2.wav,211.518,0.1699999999999999,2000-01-01 00:00:00+00:00,,28.0,sentence,5.0,145.0,Allison,1.0,her,True
1550,lw1,0.0,2.0,word,1.64,stimuli/audio/lw1_2.wav,211.688,0.3699999999999999,2000-01-01 00:00:00+00:00,,28.0,sentence,6.0,145.0,Allison,1.0,head,True
1554,lw1,0.0,2.0,word,2.25,stimuli/audio/lw1_2.wav,212.298,0.4700000000000002,2000-01-01 00:00:00+00:00,,28.0,sentence,7.0,145.0,Allison,1.0,unaware,True
1561,lw1,0.0,2.0,word,2.72,stimuli/audio/lw1_2.wav,212.768,0.1699999999999999,2000-01-01 00:00:00+00:00,,28.0,sentence,8.0,145.0,Allison,1.0,of,True
1564,lw1,0.0,2.0,word,2.89,stimuli/audio/lw1_2.wav,212.938,0.1199999999999996,2000-01-01 00:00:00+00:00,,28.0,sentence,9.0,145.0,Allison,1.0,the,True
1567,lw1,0.0,2.0,word,3.01,stimuli/audio/lw1_2.wav,213.058,0.3200000000000003,2000-01-01 00:00:00+00:00,,28.0,sentence,10.0,145.0,Allison,1.0,rest,True
1572,lw1,0.0,2.0,word,3.33,stimuli/audio/lw1_2.wav,213.378,0.1400000000000001,2000-01-01 00:00:00+00:00,,28.0,sentence,11.0,145.0,Allison,1.0,of,True
1575,lw1,0.0,2.0,word,3.47,stimuli/audio/lw1_2.wav,213.518,0.0799999999999996,2000-01-01 00:00:00+00:00,,28.0,sentence,12.0,145.0,Allison,1.0,the,True
1578,lw1,0.0,2.0,word,3.55,stimuli/audio/lw1_2.wav,213.598,0.4599999999999999,2000-01-01 00:00:00+00:00,,28.0,sentence,13.0,145.0,Allison,1.0,bridge,True
1583,lw1,0.0,2.0,word,4.23,stimuli/audio/lw1_2.wav,214.278,0.5499999999999998,2000-01-01 00:00:00+00:00,,28.0,sentence,14.0,145.0,Allison,1.0,shaking,True
1589,lw1,0.0,2.0,word,4.79,stimuli/audio/lw1_2.wav,214.838,0.3200000000000003,2000-01-01 00:00:00+00:00,,28.0,sentence,15.0,145.0,Allison,1.0,blonde,True
1595,lw1,0.0,2.0,word,5.11,stimuli/audio/lw1_2.wav,215.158,0.3599999999999994,2000-01-01 00:00:00+00:00,,28.0,sentence,16.0,145.0,Allison,1.0,curls,True
1600,lw1,0.0,2.0,word,5.47,stimuli/audio/lw1_2.wav,215.518,0.1200000000000001,2000-01-01 00:00:00+00:00,,28.0,sentence,17.0,145.0,Allison,1.0,as,True
1603,lw1,0.0,2.0,word,5.59,stimuli/audio/lw1_2.wav,215.638,0.2599999999999998,2000-01-01 00:00:00+00:00,,28.0,sentence,18.0,145.0,Allison,1.0,she,True
1606,lw1,0.0,2.0,word,6.36,stimuli/audio/lw1_2.wav,216.408,0.2699999999999996,2000-01-01 00:00:00+00:00,,28.0,sentence,20.0,145.0,Allison,1.0,away,True
1610,lw1,0.0,2.0,word,6.63,stimuli/audio/lw1_2.wav,216.678,0.1900000000000004,2000-01-01 00:00:00+00:00,,28.0,sentence,21.0,145.0,Allison,1.0,with,True
1614,lw1,0.0,2.0,word,6.82,stimuli/audio/lw1_2.wav,216.868,0.1799999999999997,2000-01-01 00:00:00+00:00,,28.0,sentence,22.0,145.0,Allison,1.0,the,True
1617,lw1,0.0,2.0,word,7.0,stimuli/audio/lw1_2.wav,217.048,0.6699999999999999,2000-01-01 00:00:00+00:00,,28.0,sentence,23.0,145.0,Allison,1.0,approaching,True
1625,lw1,0.0,2.0,word,7.67,stimuli/audio/lw1_2.wav,217.718,0.3900000000000005,2000-01-01 00:00:00+00:00,,28.0,sentence,24.0,145.0,Allison,1.0,psi,True
1628,lw1,0.0,2.0,word,8.059999,stimuli/audio/lw1_2.wav,218.108,0.3800000000000008,2000-01-01 00:00:00+00:00,,28.0,sentence,25.0,145.0,Allison,1.0,relay,True
1633,lw1,0.0,2.0,word,8.44,stimuli/audio/lw1_2.wav,218.488,0.1600000000000001,2000-01-01 00:00:00+00:00,,28.0,sentence,26.0,145.0,Allison,1.0,on,True
1636,lw1,0.0,2.0,word,9.099999,stimuli/audio/lw1_2.wav,219.148,0.5,2000-01-01 00:00:00+00:00,,28.0,sentence,29.0,145.0,Allison,1.0,ship,True
1640,lw1,0.0,2.0,word,10.059999,stimuli/audio/lw1_2.wav,220.108,0.2700000000000013,2000-01-01 00:00:00+00:00,,29.0,sentence,0.0,145.0,Allison,1.0,She,True
1643,lw1,0.0,2.0,word,10.33,stimuli/audio/lw1_2.wav,220.378,0.3699999999999992,2000-01-01 00:00:00+00:00,,29.0,sentence,1.0,145.0,Allison,1.0,seemed,True
1648,lw1,0.0,2.0,word,10.7,stimuli/audio/lw1_2.wav,220.748,0.2900000000000009,2000-01-01 00:00:00+00:00,,29.0,sentence,2.0,145.0,Allison,1.0,so,True
1651,lw1,0.0,2.0,word,12.059999,stimuli/audio/lw1_2.wav,222.108,0.4400000000000013,2000-01-01 00:00:00+00:00,,29.0,sentence,4.0,145.0,Allison,1.0,self,True
1656,lw1,0.0,2.0,word,12.5,stimuli/audio/lw1_2.wav,222.548,0.5800000000000001,2000-01-01 00:00:00+00:00,,29.0,sentence,5.0,145.0,Allison,1.0,conscious,True
1663,lw1,0.0,2.0,word,13.08,stimuli/audio/lw1_2.wav,223.128,0.2400000000000002,2000-01-01 00:00:00+00:00,,29.0,sentence,6.0,145.0,Allison,1.0,and,True
1667,lw1,0.0,2.0,word,13.32,stimuli/audio/lw1_2.wav,223.368,0.4399999999999995,2000-01-01 00:00:00+00:00,,29.0,sentence,7.0,145.0,Allison,1.0,shallow,True
1672,lw1,0.0,2.0,word,13.759999,stimuli/audio/lw1_2.wav,223.808,0.2299999999999986,2000-01-01 00:00:00+00:00,,29.0,sentence,8.0,145.0,Allison,1.0,on,True
1675,lw1,0.0,2.0,word,13.99,stimuli/audio/lw1_2.wav,224.038,0.1999999999999993,2000-01-01 00:00:00+00:00,,29.0,sentence,9.0,145.0,Allison,1.0,the,True
1678,lw1,0.0,2.0,word,14.19,stimuli/audio/lw1_2.wav,224.238,0.7900000000000009,2000-01-01 00:00:00+00:00,,29.0,sentence,10.0,145.0,Allison,1.0,outside,True
1684,lw1,0.0,2.0,word,15.2,stimuli/audio/lw1_2.wav,225.248,0.2800000000000011,2000-01-01 00:00:00+00:00,,29.0,sentence,11.0,145.0,Allison,1.0,but,True
1688,lw1,0.0,2.0,word,15.49,stimuli/audio/lw1_2.wav,225.538,0.3499999999999996,2000-01-01 00:00:00+00:00,,29.0,sentence,12.0,145.0,Allison,1.0,having,True
1694,lw1,0.0,2.0,word,15.839999,stimuli/audio/lw1_2.wav,225.888,0.209999999999999,2000-01-01 00:00:00+00:00,,29.0,sentence,13.0,145.0,Allison,1.0,that,True
1698,lw1,0.0,2.0,word,16.049999,stimuli/audio/lw1_2.wav,226.098,0.6900000000000013,2000-01-01 00:00:00+00:00,,29.0,sentence,14.0,145.0,Allison,1.0,incredible,True
1709,lw1,0.0,2.0,word,16.74,stimuli/audio/lw1_2.wav,226.788,0.490000000000002,2000-01-01 00:00:00+00:00,,29.0,sentence,15.0,145.0,Allison,1.0,gift,True
1714,lw1,0.0,2.0,word,17.67,stimuli/audio/lw1_2.wav,227.718,0.2999999999999971,2000-01-01 00:00:00+00:00,,30.0,sentence,0.0,145.0,Allison,1.0,There,True
1718,lw1,0.0,2.0,word,17.969999,stimuli/audio/lw1_2.wav,228.018,0.2799999999999976,2000-01-01 00:00:00+00:00,,30.0,sentence,1.0,145.0,Allison,1.0,had,True
1722,lw1,0.0,2.0,word,18.25,stimuli/audio/lw1_2.wav,228.298,0.1099999999999994,2000-01-01 00:00:00+00:00,,30.0,sentence,2.0,145.0,Allison,1.0,to,True
1725,lw1,0.0,2.0,word,18.359999,stimuli/audio/lw1_2.wav,228.408,0.1400000000000005,2000-01-01 00:00:00+00:00,,30.0,sentence,3.0,145.0,Allison,1.0,be,True
1728,lw1,0.0,2.0,word,18.5,stimuli/audio/lw1_2.wav,228.548,0.25,2000-01-01 00:00:00+00:00,,30.0,sentence,4.0,145.0,Allison,1.0,more,True
1732,lw1,0.0,2.0,word,18.75,stimuli/audio/lw1_2.wav,228.798,0.1799999999999997,2000-01-01 00:00:00+00:00,,30.0,sentence,5.0,145.0,Allison,1.0,to,True
1735,lw1,0.0,2.0,word,18.93,stimuli/audio/lw1_2.wav,228.978,0.3399999999999998,2000-01-01 00:00:00+00:00,,30.0,sentence,6.0,145.0,Allison,1.0,her,True
1738,lw1,0.0,2.0,word,19.87,stimuli/audio/lw1_2.wav,229.918,0.5199999999999996,2000-01-01 00:00:00+00:00,,31.0,sentence,0.0,145.0,Allison,1.0,Well,True
1742,lw1,0.0,2.0,word,20.59,stimuli/audio/lw1_2.wav,230.638,0.1700000000000017,2000-01-01 00:00:00+00:00,,31.0,sentence,1.0,145.0,Allison,1.0,if,True
1745,lw1,0.0,2.0,word,20.76,stimuli/audio/lw1_2.wav,230.808,0.2199999999999988,2000-01-01 00:00:00+00:00,,31.0,sentence,2.0,145.0,Allison,1.0,she,True
1748,lw1,0.0,2.0,word,21.37,stimuli/audio/lw1_2.wav,231.418,0.3999999999999986,2000-01-01 00:00:00+00:00,,31.0,sentence,5.0,145.0,Allison,1.0,pan,True
1752,lw1,0.0,2.0,word,21.77,stimuli/audio/lw1_2.wav,231.818,0.379999999999999,2000-01-01 00:00:00+00:00,,31.0,sentence,6.0,145.0,Allison,1.0,out,True
1755,lw1,0.0,2.0,word,22.68,stimuli/audio/lw1_2.wav,232.728,0.1700000000000017,2000-01-01 00:00:00+00:00,,31.0,sentence,9.0,145.0,Allison,1.0,be,True
1758,lw1,0.0,2.0,word,22.85,stimuli/audio/lw1_2.wav,232.898,0.8200000000000003,2000-01-01 00:00:00+00:00,,31.0,sentence,10.0,145.0,Allison,1.0,terminated,True
1768,lw1,0.0,2.0,word,24.78,stimuli/audio/lw1_2.wav,234.828,0.3399999999999998,2000-01-01 00:00:00+00:00,,32.0,sentence,0.0,145.0,Allison,1.0,Any,True
1772,lw1,0.0,2.0,word,25.12,stimuli/audio/lw1_2.wav,235.168,0.259999999999998,2000-01-01 00:00:00+00:00,,32.0,sentence,1.0,145.0,Allison,1.0,crew,True
1776,lw1,0.0,2.0,word,25.9,stimuli/audio/lw1_2.wav,235.948,0.3399999999999998,2000-01-01 00:00:00+00:00,,32.0,sentence,2.0,145.0,Allison,1.0,member,True
1782,lw1,0.0,2.0,word,26.24,stimuli/audio/lw1_2.wav,236.288,0.2100000000000008,2000-01-01 00:00:00+00:00,,32.0,sentence,3.0,145.0,Allison,1.0,that,True
1786,lw1,0.0,2.0,word,26.45,stimuli/audio/lw1_2.wav,236.498,0.1999999999999993,2000-01-01 00:00:00+00:00,,32.0,sentence,4.0,145.0,Allison,1.0,would,True
1790,lw1,0.0,2.0,word,26.65,stimuli/audio/lw1_2.wav,236.698,0.75,2000-01-01 00:00:00+00:00,,32.0,sentence,5.0,145.0,Allison,1.0,jeopardize,True
1798,lw1,0.0,2.0,word,27.4,stimuli/audio/lw1_2.wav,237.448,0.1300000000000025,2000-01-01 00:00:00+00:00,,32.0,sentence,6.0,145.0,Allison,1.0,the,True
1801,lw1,0.0,2.0,word,27.53,stimuli/audio/lw1_2.wav,237.578,0.5700000000000003,2000-01-01 00:00:00+00:00,,32.0,sentence,7.0,145.0,Allison,1.0,project,True
1809,lw1,0.0,2.0,word,28.16,stimuli/audio/lw1_2.wav,238.208,0.2100000000000008,2000-01-01 00:00:00+00:00,,32.0,sentence,8.0,145.0,Allison,1.0,was,True
1813,lw1,0.0,2.0,word,28.38,stimuli/audio/lw1_2.wav,238.428,0.5199999999999996,2000-01-01 00:00:00+00:00,,32.0,sentence,9.0,145.0,Allison,1.0,meat,True
1817,lw1,0.0,2.0,word,29.17,stimuli/audio/lw1_2.wav,239.218,0.1699999999999981,2000-01-01 00:00:00+00:00,,33.0,sentence,0.0,145.0,Allison,1.0,It,True
1820,lw1,0.0,2.0,word,29.34,stimuli/audio/lw1_2.wav,239.388,0.1700000000000017,2000-01-01 00:00:00+00:00,,33.0,sentence,1.0,145.0,Allison,1.0,would,True
1824,lw1,0.0,2.0,word,29.52,stimuli/audio/lw1_2.wav,239.568,0.2199999999999988,2000-01-01 00:00:00+00:00,,33.0,sentence,2.0,145.0,Allison,1.0,be,True
1826,lw1,0.0,2.0,word,29.74,stimuli/audio/lw1_2.wav,239.788,0.0700000000000002,2000-01-01 00:00:00+00:00,,33.0,sentence,3.0,145.0,Allison,1.0,a,True
1829,lw1,0.0,2.0,word,29.809999,stimuli/audio/lw1_2.wav,239.858,0.389999999999997,2000-01-01 00:00:00+00:00,,33.0,sentence,4.0,145.0,Allison,1.0,shame,True
1833,lw1,0.0,2.0,word,30.2,stimuli/audio/lw1_2.wav,240.248,0.1700000000000017,2000-01-01 00:00:00+00:00,,33.0,sentence,5.0,145.0,Allison,1.0,to,True
1836,lw1,0.0,2.0,word,30.37,stimuli/audio/lw1_2.wav,240.418,0.3200000000000003,2000-01-01 00:00:00+00:00,,33.0,sentence,6.0,145.0,Allison,1.0,lose,True
1840,lw1,0.0,2.0,word,30.69,stimuli/audio/lw1_2.wav,240.738,0.1999999999999993,2000-01-01 00:00:00+00:00,,33.0,sentence,7.0,145.0,Allison,1.0,that,True
1844,lw1,0.0,2.0,word,30.9,stimuli/audio/lw1_2.wav,240.948,0.6300000000000026,2000-01-01 00:00:00+00:00,,33.0,sentence,8.0,145.0,Allison,1.0,talent,True
1851,lw1,0.0,2.0,word,31.78,stimuli/audio/lw1_2.wav,241.828,0.490000000000002,2000-01-01 00:00:00+00:00,,33.0,sentence,9.0,145.0,Allison,1.0,though,True
1854,lw1,0.0,2.0,word,33.83,stimuli/audio/lw1_2.wav,243.878,0.2000000000000028,2000-01-01 00:00:00+00:00,,34.0,sentence,1.0,145.0,Allison,1.0,her,True
1857,lw1,0.0,2.0,word,34.029999,stimuli/audio/lw1_2.wav,244.078,0.3900000000000005,2000-01-01 00:00:00+00:00,,34.0,sentence,2.0,145.0,Allison,1.0,first,True
1862,lw1,0.0,2.0,word,34.42,stimuli/audio/lw1_2.wav,244.468,0.8200000000000003,2000-01-01 00:00:00+00:00,,34.0,sentence,3.0,145.0,Allison,1.0,officer,True
1868,lw1,0.0,2.0,word,35.43,stimuli/audio/lw1_2.wav,245.478,0.2299999999999968,2000-01-01 00:00:00+00:00,,34.0,sentence,4.0,145.0,Allison,1.0,was,True
1872,lw1,0.0,2.0,word,35.67,stimuli/audio/lw1_2.wav,245.718,0.5300000000000011,2000-01-01 00:00:00+00:00,,34.0,sentence,5.0,145.0,Allison,1.0,staring,True
1879,lw1,0.0,2.0,word,37.0,stimuli/audio/lw1_2.wav,247.048,0.0200000000000031,2000-01-01 00:00:00+00:00,,34.0,sentence,7.0,145.0,Allison,1.0,at,True
1882,lw1,0.0,2.0,word,37.02,stimuli/audio/lw1_2.wav,247.068,0.1599999999999966,2000-01-01 00:00:00+00:00,,34.0,sentence,8.0,145.0,Allison,1.0,his,True
1886,lw1,0.0,2.0,word,37.18,stimuli/audio/lw1_2.wav,247.228,0.5900000000000034,2000-01-01 00:00:00+00:00,,34.0,sentence,9.0,145.0,Allison,1.0,panel,True
1892,lw1,0.0,2.0,word,38.53,stimuli/audio/lw1_2.wav,248.578,0.3799999999999954,2000-01-01 00:00:00+00:00,,35.0,word_list,0.0,145.0,Allison,1.0,color,True
1897,lw1,0.0,2.0,word,38.91,stimuli/audio/lw1_2.wav,248.958,0.5300000000000011,2000-01-01 00:00:00+00:00,,35.0,word_list,1.0,145.0,Allison,1.0,psychic,True
1903,lw1,0.0,2.0,word,39.44,stimuli/audio/lw1_2.wav,249.488,0.3599999999999994,2000-01-01 00:00:00+00:00,,35.0,word_list,2.0,145.0,Allison,1.0,metals,True
1910,lw1,0.0,2.0,word,39.81,stimuli/audio/lw1_2.wav,249.858,0.5399999999999991,2000-01-01 00:00:00+00:00,,35.0,word_list,3.0,145.0,Allison,1.0,system,True
1917,lw1,0.0,2.0,word,40.35,stimuli/audio/lw1_2.wav,250.398,0.2800000000000011,2000-01-01 00:00:00+00:00,,35.0,word_list,4.0,145.0,Allison,1.0,which,True
1921,lw1,0.0,2.0,word,40.64,stimuli/audio/lw1_2.wav,250.688,0.2000000000000028,2000-01-01 00:00:00+00:00,,35.0,word_list,5.0,145.0,Allison,1.0,for,True
1924,lw1,0.0,2.0,word,40.84,stimuli/audio/lw1_2.wav,250.888,0.25,2000-01-01 00:00:00+00:00,,35.0,word_list,6.0,145.0,Allison,1.0,all,True
1927,lw1,0.0,2.0,word,41.11,stimuli/audio/lw1_2.wav,251.158,0.5799999999999983,2000-01-01 00:00:00+00:00,,35.0,word_list,7.0,145.0,Allison,1.0,charges,True
1934,lw1,0.0,2.0,word,41.69,stimuli/audio/lw1_2.wav,251.738,0.1700000000000017,2000-01-01 00:00:00+00:00,,35.0,word_list,8.0,145.0,Allison,1.0,if,True
1937,lw1,0.0,2.0,word,41.86,stimuli/audio/lw1_2.wav,251.908,0.1799999999999997,2000-01-01 00:00:00+00:00,,35.0,word_list,9.0,145.0,Allison,1.0,this,True
1941,lw1,0.0,2.0,word,42.04,stimuli/audio/lw1_2.wav,252.088,0.7100000000000009,2000-01-01 00:00:00+00:00,,35.0,word_list,10.0,145.0,Allison,1.0,discretion,True
1951,lw1,0.0,2.0,word,42.75,stimuli/audio/lw1_2.wav,252.798,0.2800000000000011,2000-01-01 00:00:00+00:00,,35.0,word_list,11.0,145.0,Allison,1.0,meat,True
1955,lw1,0.0,2.0,word,43.03,stimuli/audio/lw1_2.wav,253.078,0.3100000000000023,2000-01-01 00:00:00+00:00,,35.0,word_list,12.0,145.0,Allison,1.0,any,True
1959,lw1,0.0,2.0,word,43.34,stimuli/audio/lw1_2.wav,253.388,0.759999999999998,2000-01-01 00:00:00+00:00,,35.0,word_list,13.0,145.0,Allison,1.0,insurrection,True
1969,lw1,0.0,2.0,word,44.099999,stimuli/audio/lw1_2.wav,254.148,0.2200000000000059,2000-01-01 00:00:00+00:00,,35.0,word_list,14.0,145.0,Allison,1.0,air,True
1972,lw1,0.0,2.0,word,44.32,stimuli/audio/lw1_2.wav,254.368,0.4500000000000028,2000-01-01 00:00:00+00:00,,35.0,word_list,15.0,145.0,Allison,1.0,member,True
1978,lw1,0.0,2.0,word,46.2,stimuli/audio/lw1_2.wav,256.248,0.1899999999999977,2000-01-01 00:00:00+00:00,,36.0,sentence,0.0,145.0,Allison,1.0,He,True
1981,lw1,0.0,2.0,word,46.389999,stimuli/audio/lw1_2.wav,256.438,0.2099999999999937,2000-01-01 00:00:00+00:00,,36.0,sentence,1.0,145.0,Allison,1.0,was,True
1985,lw1,0.0,2.0,word,46.599999,stimuli/audio/lw1_2.wav,256.648,0.2000000000000028,2000-01-01 00:00:00+00:00,,36.0,sentence,2.0,145.0,Allison,1.0,what,True
1989,lw1,0.0,2.0,word,46.83,stimuli/audio/lw1_2.wav,256.878,0.2600000000000051,2000-01-01 00:00:00+00:00,,36.0,sentence,3.0,145.0,Allison,1.0,this,True
1993,lw1,0.0,2.0,word,47.09,stimuli/audio/lw1_2.wav,257.138,0.2199999999999988,2000-01-01 00:00:00+00:00,,36.0,sentence,4.0,145.0,Allison,1.0,was,True
1997,lw1,0.0,2.0,word,47.309999,stimuli/audio/lw1_2.wav,257.358,0.2100000000000008,2000-01-01 00:00:00+00:00,,36.0,sentence,5.0,145.0,Allison,1.0,all,True
2000,lw1,0.0,2.0,word,47.53,stimuli/audio/lw1_2.wav,257.578,0.5799999999999983,2000-01-01 00:00:00+00:00,,36.0,sentence,6.0,145.0,Allison,1.0,about,True
2005,lw1,0.0,2.0,word,48.73,stimuli/audio/lw1_2.wav,258.778,0.2200000000000059,2000-01-01 00:00:00+00:00,,37.0,sentence,0.0,145.0,Allison,1.0,She,True
2008,lw1,0.0,2.0,word,48.95,stimuli/audio/lw1_2.wav,258.998,0.5,2000-01-01 00:00:00+00:00,,37.0,sentence,1.0,145.0,Allison,1.0,watched,True
2013,lw1,0.0,2.0,word,49.46,stimuli/audio/lw1_2.wav,259.508,0.2999999999999971,2000-01-01 00:00:00+00:00,,37.0,sentence,2.0,145.0,Allison,1.0,his,True
